Employee #,Month,Date,Time-in,Time-out,Number of Hours Attended,Hourly Rate
10021,October,10/26/2022,8:00,17:00,9.00,147.32
10022,October,10/26/2022,8:00,17:00,9.00,142.86
10023,October,10/26/2022,8:00,17:00,9.00,133.93
10024,October,10/26/2022,8:00,17:00,9.00,133.93
10025,October,10/26/2022,8:00,17:00,9.00,133.93
10001,October,10/27/2022,8:00,17:00,9.00,373.04
10002,October,10/27/2022,8:00,17:00,9.00,255.8
10003,October,10/27/2022,8:00,17:00,9.00,255.8
10004,October,10/27/2022,8:00,17:00,9.00,362.05
10005,October,10/27/2022,8:00,17:00,9.00,133.93
10006,October,10/27/2022,8:00,17:00,9.00,133.93
10007,October,10/27/2022,8:00,17:00,9.00,142.86
10008,October,10/27/2022,8:00,17:00,9.00,142.86
10009,October,10/27/2022,8:00,17:00,9.00,133.93
10010,October,10/27/2022,8:00,17:00,9.00,133.93
10011,October,10/27/2022,8:00,17:00,9.00,229.02
10012,October,10/27/2022,8:00,17:00,9.00,249.11
10013,October,10/27/2022,10:00,17:00,7.00,377.98
10014,October,10/27/2022,10:00,17:00,7.00,138.39
10015,October,10/27/2022,10:00,17:00,7.00,138.39
10016,October,10/27/2022,10:00,17:00,7.00,142.86
10017,October,10/27/2022,10:00,17:00,7.00,133.93
10018,October,10/27/2022,0:00,0:00,0.00,133.93
10019,October,10/27/2022,10:00,17:00,7.00,142.86
10020,October,10/27/2022,10:00,17:00,7.00,147.32
10021,October,10/27/2022,10:00,17:00,7.00,147.32
10022,October,10/27/2022,10:00,17:00,7.00,142.86
10023,October,10/27/2022,10:00,17:00,7.00,133.93
10024,October,10/27/2022,10:00,17:00,7.00,133.93
10025,October,10/27/2022,10:00,17:00,7.00,133.93
10001,October,10/28/2022,8:00,17:00,9.00,373.04
10002,October,10/28/2022,8:00,17:00,9.00,255.8
10003,October,10/28/2022,8:00,17:00,9.00,255.8
10004,October,10/28/2022,8:00,17:00,9.00,362.05
10005,October,10/28/2022,8:00,17:00,9.00,133.93
10006,October,10/28/2022,8:00,17:00,9.00,133.93
10007,October,10/28/2022,8:00,17:00,9.00,142.86
10008,October,10/28/2022,8:00,17:00,9.00,142.86
10009,October,10/28/2022,8:00,17:00,9.00,133.93
10010,October,10/28/2022,8:00,17:00,9.00,133.93
10011,October,10/28/2022,8:00,17:00,9.00,229.02
10012,October,10/28/2022,8:00,17:00,9.00,249.11
10013,October,10/28/2022,8:00,17:00,9.00,377.98
10014,October,10/28/2022,8:00,17:00,9.00,138.39
10015,October,10/28/2022,8:00,17:00,9.00,138.39
10016,October,10/28/2022,8:00,17:00,9.00,142.86
10017,October,10/28/2022,8:00,17:00,9.00,133.93
10018,October,10/28/2022,8:00,17:00,9.00,133.93
10019,October,10/28/2022,8:00,17:00,9.00,142.86
10020,October,10/28/2022,8:00,17:00,9.00,147.32
10021,October,10/28/2022,8:00,17:00,9.00,147.32
10022,October,10/28/2022,8:00,17:00,9.00,142.86
10023,October,10/28/2022,8:00,17:00,9.00,133.93
10024,October,10/28/2022,8:00,17:00,9.00,133.93
10025,October,10/28/2022,8:00,17:00,9.00,133.93
10001,October,10/31/2022,8:00,17:00,9.00,373.04
10002,October,10/31/2022,8:00,17:00,9.00,255.8
10003,October,10/31/2022,8:00,17:00,9.00,255.8
10004,October,10/31/2022,8:00,17:00,9.00,362.05
10005,October,10/31/2022,8:00,17:00,9.00,133.93
10006,October,10/31/2022,8:00,17:00,9.00,133.93
10007,October,10/31/2022,8:27,17:00,8.55,142.86
10008,October,10/31/2022,8:01,17:00,8.98,142.86
10009,October,10/31/2022,8:05,17:00,8.92,133.93
10010,October,10/31/2022,8:00,17:00,9.00,133.93
10011,October,10/31/2022,8:00,17:00,9.00,229.02
10012,October,10/31/2022,8:00,17:00,9.00,249.11
10013,October,10/31/2022,8:00,17:00,9.00,377.98
10014,October,10/31/2022,8:00,17:00,9.00,138.39
10015,October,10/31/2022,8:00,17:00,9.00,138.39
10016,October,10/31/2022,8:28,17:00,8.53,142.86
10017,October,10/31/2022,8:00,17:00,9.00,133.93
10018,October,10/31/2022,8:00,17:00,9.00,133.93
10019,October,10/31/2022,8:00,17:00,9.00,142.86
10020,October,10/31/2022,8:00,17:00,9.00,147.32
10021,October,10/31/2022,8:11,17:00,8.82,147.32
10022,October,10/31/2022,8:00,17:00,9.00,142.86
10023,October,10/31/2022,8:00,17:00,9.00,133.93
10024,October,10/31/2022,8:21,17:00,8.65,133.93
10025,October,10/31/2022,8:00,17:00,9.00,133.93
10001,November,11/01/2022,0:00,0:00,0.00,373.04
10002,November,11/01/2022,0:00,0:00,0.00,255.8
10003,November,11/01/2022,0:00,0:00,0.00,255.8
10004,November,11/01/2022,0:00,0:00,0.00,362.05
10005,November,11/01/2022,0:00,0:00,0.00,133.93
10006,November,11/01/2022,0:00,0:00,0.00,133.93
10007,November,11/01/2022,0:00,0:00,0.00,142.86
10008,November,11/01/2022,0:00,0:00,0.00,142.86
10009,November,11/01/2022,0:00,0:00,0.00,133.93
10010,November,11/01/2022,0:00,0:00,0.00,133.93
10011,November,11/01/2022,0:00,0:00,0.00,229.02
10012,November,11/01/2022,0:00,0:00,0.00,249.11
10013,November,11/01/2022,0:00,0:00,0.00,377.98
10014,November,11/01/2022,0:00,0:00,0.00,138.39
10015,November,11/01/2022,0:00,0:00,0.00,138.39
10016,November,11/01/2022,0:00,0:00,0.00,142.86
10017,November,11/01/2022,0:00,0:00,0.00,133.93
10018,November,11/01/2022,0:00,0:00,0.00,133.93
10019,November,11/01/2022,0:00,0:00,0.00,142.86
10020,November,11/01/2022,0:00,0:00,0.00,147.32
10021,November,11/01/2022,0:00,0:00,0.00,147.32
10022,November,11/01/2022,0:00,0:00,0.00,142.86
10023,November,11/01/2022,0:00,0:00,0.00,133.93
10024,November,11/01/2022,0:00,0:00,0.00,133.93
10025,November,11/01/2022,0:00,0:00,0.00,133.93
10001,November,11/02/2022,8:00,17:00,9.00,373.04
10002,November,11/02/2022,8:00,17:00,9.00,255.8
10003,November,11/02/2022,8:00,17:00,9.00,255.8
10004,November,11/02/2022,8:00,17:00,9.00,362.05
10005,November,11/02/2022,8:15,17:00,8.75,133.93
10006,November,11/02/2022,8:00,17:00,9.00,133.93
10007,November,11/02/2022,8:00,17:00,9.00,142.86
10008,November,11/02/2022,8:00,17:00,9.00,142.86
10009,November,11/02/2022,8:00,17:00,9.00,133.93
10010,November,11/02/2022,8:00,17:00,9.00,133.93
10011,November,11/02/2022,10:30,17:00,6.50,229.02
10012,November,11/02/2022,8:00,17:00,9.00,249.11
10013,November,11/02/2022,8:00,17:00,9.00,377.98
10014,November,11/02/2022,8:00,17:00,9.00,138.39
10015,November,11/02/2022,8:00,17:00,9.00,138.39
10016,November,11/02/2022,8:00,17:00,9.00,142.86
10017,November,11/02/2022,8:00,17:00,9.00,133.93
10018,November,11/02/2022,8:00,17:00,9.00,133.93
10019,November,11/02/2022,8:00,17:00,9.00,142.86
10020,November,11/02/2022,8:00,17:00,9.00,147.32
10021,November,11/02/2022,13:00,17:00,4.00,147.32
10022,November,11/02/2022,8:00,17:00,9.00,142.86
10023,November,11/02/2022,8:00,17:00,9.00,133.93
10024,November,11/02/2022,8:00,17:00,9.00,133.93
10025,November,11/02/2022,8:00,17:00,9.00,133.93
10001,November,11/03/2022,8:00,17:00,9.00,373.04
10002,November,11/03/2022,8:00,17:00,9.00,255.8
10003,November,11/03/2022,11:30,17:00,5.50,255.8
10004,November,11/03/2022,8:00,17:00,9.00,362.05
10005,November,11/03/2022,8:00,17:00,9.00,133.93
10006,November,11/03/2022,8:00,17:00,9.00,133.93
10007,November,11/03/2022,8:00,17:00,9.00,142.86
10008,November,11/03/2022,8:10,17:00,8.83,142.86
10009,November,11/03/2022,8:00,17:00,9.00,133.93
10010,November,11/03/2022,8:00,17:00,9.00,133.93
10011,November,11/03/2022,8:00,17:00,9.00,229.02
10012,November,11/03/2022,8:00,17:00,9.00,249.11
10013,November,11/03/2022,8:00,17:00,9.00,377.98
10014,November,11/03/2022,8:00,17:00,9.00,138.39
10015,November,11/03/2022,8:00,17:00,9.00,138.39
10016,November,11/03/2022,8:00,17:00,9.00,142.86
10017,November,11/03/2022,8:05,17:00,8.92,133.93
10018,November,11/03/2022,8:00,17:00,9.00,133.93
10019,November,11/03/2022,8:00,17:00,9.00,142.86
10020,November,11/03/2022,8:00,17:00,9.00,147.32
10021,November,11/03/2022,8:00,17:00,9.00,147.32
10022,November,11/03/2022,8:00,17:00,9.00,142.86
10023,November,11/03/2022,9:00,17:00,8.00,133.93
10024,November,11/03/2022,8:00,17:00,9.00,133.93
10025,November,11/03/2022,8:00,17:00,9.00,133.93
10001,November,11/04/2022,8:00,17:00,9.00,373.04
10002,November,11/04/2022,8:00,17:00,9.00,255.8
10003,November,11/04/2022,8:00,17:00,9.00,255.8
10004,November,11/04/2022,8:00,17:00,9.00,362.05
10005,November,11/04/2022,8:00,17:00,9.00,133.93
10006,November,11/04/2022,8:00,17:00,9.00,133.93
10007,November,11/04/2022,8:00,17:00,9.00,142.86
10008,November,11/04/2022,8:00,17:00,9.00,142.86
10009,November,11/04/2022,8:00,17:00,9.00,133.93
10010,November,11/04/2022,8:00,17:00,9.00,133.93
10011,November,11/04/2022,8:00,17:00,9.00,229.02
10012,November,11/04/2022,8:00,17:00,9.00,249.11
10013,November,11/04/2022,8:00,17:00,9.00,377.98
10014,November,11/04/2022,8:00,17:00,9.00,138.39
10015,November,11/04/2022,8:00,17:00,9.00,138.39
10016,November,11/04/2022,8:00,17:00,9.00,142.86
10017,November,11/04/2022,8:00,17:00,9.00,133.93
10018,November,11/04/2022,8:00,17:00,9.00,133.93
10019,November,11/04/2022,8:00,17:00,9.00,142.86
10020,November,11/04/2022,8:00,17:00,9.00,147.32
10021,November,11/04/2022,8:00,17:00,9.00,147.32
10022,November,11/04/2022,8:00,17:00,9.00,142.86
10023,November,11/04/2022,0:00,0:00,0.00,133.93
10024,November,11/04/2022,8:00,17:00,9.00,133.93
10025,November,11/04/2022,8:00,17:00,9.00,133.93
10001,November,11/07/2022,8:00,17:00,9.00,373.04
10002,November,11/07/2022,8:00,17:00,9.00,255.8
10003,November,11/07/2022,8:00,17:00,9.00,255.8
10004,November,11/07/2022,8:00,17:00,9.00,362.05
10005,November,11/07/2022,8:00,17:00,9.00,133.93
10006,November,11/07/2022,8:00,17:00,9.00,133.93
10007,November,11/07/2022,8:00,17:00,9.00,142.86
10008,November,11/07/2022,8:00,17:00,9.00,142.86
10009,November,11/07/2022,8:00,17:00,9.00,133.93
10010,November,11/07/2022,8:00,17:00,9.00,133.93
10011,November,11/07/2022,8:00,17:00,9.00,229.02
10012,November,11/07/2022,8:00,17:00,9.00,249.11
10013,November,11/07/2022,10:00,17:00,7.00,377.98
10014,November,11/07/2022,10:00,17:00,7.00,138.39
10015,November,11/07/2022,10:00,17:00,7.00,138.39
10016,November,11/07/2022,10:00,17:00,7.00,142.86
10017,November,11/07/2022,10:00,17:00,7.00,133.93
10018,November,11/07/2022,10:00,17:00,7.00,133.93
10019,November,11/07/2022,10:00,17:00,7.00,142.86
10020,November,11/07/2022,10:00,17:00,7.00,147.32
10021,November,11/07/2022,10:00,17:00,7.00,147.32
10022,November,11/07/2022,10:00,17:00,7.00,142.86
10023,November,11/07/2022,10:00,17:00,7.00,133.93
10024,November,11/07/2022,10:00,17:00,7.00,133.93
10025,November,11/07/2022,10:00,17:00,7.00,133.93
10001,November,11/08/2022,8:00,17:00,9.00,373.04
10002,November,11/08/2022,8:00,17:00,9.00,255.8
10003,November,11/08/2022,8:00,17:00,9.00,255.8
10004,November,11/08/2022,8:00,17:00,9.00,362.05
10005,November,11/08/2022,8:00,17:00,9.00,133.93
10006,November,11/08/2022,8:00,17:00,9.00,133.93
10007,November,11/08/2022,8:00,17:00,9.00,142.86
10008,November,11/08/2022,8:00,17:00,9.00,142.86
10009,November,11/08/2022,8:00,17:00,9.00,133.93
10010,November,11/08/2022,8:00,17:00,9.00,133.93
10011,November,11/08/2022,8:00,17:00,9.00,229.02
10012,November,11/08/2022,8:00,17:00,9.00,249.11
10013,November,11/08/2022,8:00,17:00,9.00,377.98
10014,November,11/08/2022,8:00,17:00,9.00,138.39
10015,November,11/08/2022,8:00,17:00,9.00,138.39
10016,November,11/08/2022,8:00,17:00,9.00,142.86
10017,November,11/08/2022,8:00,17:00,9.00,133.93
10018,November,11/08/2022,8:00,17:00,9.00,133.93
10019,November,11/08/2022,8:00,17:00,9.00,142.86
10020,November,11/08/2022,8:00,17:00,9.00,147.32
10021,November,11/08/2022,8:00,17:00,9.00,147.32
10022,November,11/08/2022,8:00,17:00,9.00,142.86
10023,November,11/08/2022,8:00,17:00,9.00,133.93
10024,November,11/08/2022,8:00,17:00,9.00,133.93
10025,November,11/08/2022,8:00,17:00,9.00,133.93
10001,November,11/09/2022,8:00,17:00,9.00,373.04
10002,November,11/09/2022,8:00,17:00,9.00,255.8
10003,November,11/09/2022,8:00,17:00,9.00,255.8
10004,November,11/09/2022,8:00,17:00,9.00,362.05
10005,November,11/09/2022,8:00,17:00,9.00,133.93
10006,November,11/09/2022,8:00,17:00,9.00,133.93
10007,November,11/09/2022,8:27,17:00,8.55,142.86
10008,November,11/09/2022,8:01,17:00,8.98,142.86
10009,November,11/09/2022,8:05,17:00,8.92,133.93
10010,November,11/09/2022,8:00,17:00,9.00,133.93
10011,November,11/09/2022,8:00,17:00,9.00,229.02
10012,November,11/09/2022,8:00,17:00,9.00,249.11
10013,November,11/09/2022,8:00,17:00,9.00,377.98
10014,November,11/09/2022,8:00,17:00,9.00,138.39
10015,November,11/09/2022,8:00,17:00,9.00,138.39
10016,November,11/09/2022,8:28,17:00,8.53,142.86
10017,November,11/09/2022,8:00,17:00,9.00,133.93
10018,November,11/09/2022,8:00,17:00,9.00,133.93
10019,November,11/09/2022,8:00,17:00,9.00,142.86
10020,November,11/09/2022,8:00,17:00,9.00,147.32
10021,November,11/09/2022,8:11,17:00,8.82,147.32
10022,November,11/09/2022,8:00,17:00,9.00,142.86
10023,November,11/09/2022,8:00,17:00,9.00,133.93
10024,November,11/09/2022,8:21,17:00,8.65,133.93
10025,November,11/09/2022,8:00,17:00,9.00,133.93
10001,November,11/10/2022,8:00,17:00,9.00,373.04
10002,November,11/10/2022,8:00,17:00,9.00,255.8
10003,November,11/10/2022,8:00,17:00,9.00,255.8
10004,November,11/10/2022,8:00,17:00,9.00,362.05
10005,November,11/10/2022,8:00,17:00,9.00,133.93
10006,November,11/10/2022,8:00,17:00,9.00,133.93
10007,November,11/10/2022,8:00,17:00,9.00,142.86
10008,November,11/10/2022,8:00,17:00,9.00,142.86
10009,November,11/10/2022,8:00,17:00,9.00,133.93
10010,November,11/10/2022,8:00,17:00,9.00,133.93
10011,November,11/10/2022,8:00,17:00,9.00,229.02
10012,November,11/10/2022,8:00,17:00,9.00,249.11
10013,November,11/10/2022,8:00,17:00,9.00,377.98
10014,November,11/10/2022,8:00,17:00,9.00,138.39
10015,November,11/10/2022,8:00,17:00,9.00,138.39
10016,November,11/10/2022,8:00,17:00,9.00,142.86
10017,November,11/10/2022,8:00,17:00,9.00,133.93
10018,November,11/10/2022,8:00,17:00,9.00,133.93
10019,November,11/10/2022,8:00,17:00,9.00,142.86
10020,November,11/10/2022,8:00,17:00,9.00,147.32
10021,November,11/10/2022,8:00,17:00,9.00,147.32
10022,November,11/10/2022,8:00,17:00,9.00,142.86
10023,November,11/10/2022,8:00,17:00,9.00,133.93
10024,November,11/10/2022,8:00,17:00,9.00,133.93
10025,November,11/10/2022,8:00,17:00,9.00,133.93
10001,November,11/11/2022,8:00,17:00,9.00,373.04
10002,November,11/11/2022,8:00,17:00,9.00,255.8
10003,November,11/11/2022,8:00,17:00,9.00,255.8
10004,November,11/11/2022,8:00,17:00,9.00,362.05
10005,November,11/11/2022,8:15,17:00,8.75,133.93
10006,November,11/11/2022,8:00,17:00,9.00,133.93
10007,November,11/11/2022,8:00,17:00,9.00,142.86
10008,November,11/11/2022,8:00,17:00,9.00,142.86
10009,November,11/11/2022,8:00,17:00,9.00,133.93
10010,November,11/11/2022,8:00,17:00,9.00,133.93
10011,November,11/11/2022,10:30,17:00,6.50,229.02
10012,November,11/11/2022,8:00,17:00,9.00,249.11
10013,November,11/11/2022,8:00,17:00,9.00,377.98
10014,November,11/11/2022,8:00,17:00,9.00,138.39
10015,November,11/11/2022,8:00,17:00,9.00,138.39
10016,November,11/11/2022,8:00,17:00,9.00,142.86
10017,November,11/11/2022,8:00,17:00,9.00,133.93
10018,November,11/11/2022,8:00,17:00,9.00,133.93
10019,November,11/11/2022,8:00,17:00,9.00,142.86
10020,November,11/11/2022,8:00,17:00,9.00,147.32
10021,November,11/11/2022,13:00,17:00,4.00,147.32
10022,November,11/11/2022,8:00,17:00,9.00,142.86
10023,November,11/11/2022,8:00,17:00,9.00,133.93
10024,November,11/11/2022,8:00,17:00,9.00,133.93
10025,November,11/11/2022,8:00,17:00,9.00,133.93
10001,November,11/14/2022,8:00,17:00,9.00,373.04
10002,November,11/14/2022,8:00,17:00,9.00,255.8
10003,November,11/14/2022,11:30,17:00,5.50,255.8
10004,November,11/14/2022,8:00,17:00,9.00,362.05
10005,November,11/14/2022,8:00,17:00,9.00,133.93
10006,November,11/14/2022,8:00,17:00,9.00,133.93
10007,November,11/14/2022,8:00,17:00,9.00,142.86
10008,November,11/14/2022,8:10,17:00,8.83,142.86
10009,November,11/14/2022,8:00,17:00,9.00,133.93
10010,November,11/14/2022,8:00,17:00,9.00,133.93
10011,November,11/14/2022,8:00,17:00,9.00,229.02
10012,November,11/14/2022,8:00,17:00,9.00,249.11
10013,November,11/14/2022,8:00,17:00,9.00,377.98
10014,November,11/14/2022,8:00,17:00,9.00,138.39
10015,November,11/14/2022,8:00,17:00,9.00,138.39
10016,November,11/14/2022,8:00,17:00,9.00,142.86
10017,November,11/14/2022,8:05,17:00,8.92,133.93
10018,November,11/14/2022,8:00,17:00,9.00,133.93
10019,November,11/14/2022,8:00,17:00,9.00,142.86
10020,November,11/14/2022,8:00,17:00,9.00,147.32
10021,November,11/14/2022,8:00,17:00,9.00,147.32
10022,November,11/14/2022,8:00,17:00,9.00,142.86
10023,November,11/14/2022,9:00,17:00,8.00,133.93
10024,November,11/14/2022,8:00,17:00,9.00,133.93
10025,November,11/14/2022,8:00,17:00,9.00,133.93
10001,November,11/15/2022,8:00,17:00,9.00,373.04
10002,November,11/15/2022,8:00,17:00,9.00,255.8
10003,November,11/15/2022,8:00,17:00,9.00,255.8
10004,November,11/15/2022,8:00,17:00,9.00,362.05
10005,November,11/15/2022,8:00,17:00,9.00,133.93
10006,November,11/15/2022,8:00,17:00,9.00,133.93
10007,November,11/15/2022,8:00,17:00,9.00,142.86
10008,November,11/15/2022,8:00,17:00,9.00,142.86
10009,November,11/15/2022,8:00,17:00,9.00,133.93
10010,November,11/15/2022,8:00,17:00,9.00,133.93
10011,November,11/15/2022,8:00,17:00,9.00,229.02
10012,November,11/15/2022,8:00,17:00,9.00,249.11
10013,November,11/15/2022,8:00,17:00,9.00,377.98
10014,November,11/15/2022,8:00,17:00,9.00,138.39
10015,November,11/15/2022,8:00,17:00,9.00,138.39
10016,November,11/15/2022,8:00,17:00,9.00,142.86
10017,November,11/15/2022,8:00,17:00,9.00,133.93
10018,November,11/15/2022,8:00,17:00,9.00,133.93
10019,November,11/15/2022,8:00,17:00,9.00,142.86
10020,November,11/15/2022,8:00,17:00,9.00,147.32
10021,November,11/15/2022,8:00,17:00,9.00,147.32
10022,November,11/15/2022,8:00,17:00,9.00,142.86
10023,November,11/15/2022,8:00,17:00,9.00,133.93
10024,November,11/15/2022,8:00,17:00,9.00,133.93
10025,November,11/15/2022,8:00,17:00,9.00,133.93
10001,November,11/16/2022,8:00,17:00,9.00,373.04
10002,November,11/16/2022,8:00,17:00,9.00,255.8
10003,November,11/16/2022,8:00,17:00,9.00,255.8
10004,November,11/16/2022,8:00,17:00,9.00,362.05
10005,November,11/16/2022,8:00,17:00,9.00,133.93
10006,November,11/16/2022,8:00,17:00,9.00,133.93
10007,November,11/16/2022,8:00,17:00,9.00,142.86
10008,November,11/16/2022,8:00,17:00,9.00,142.86
10009,November,11/16/2022,8:00,17:00,9.00,133.93
10010,November,11/16/2022,8:00,17:00,9.00,133.93
10011,November,11/16/2022,8:00,17:00,9.00,229.02
10012,November,11/16/2022,8:00,17:00,9.00,249.11
10013,November,11/16/2022,10:00,17:00,7.00,377.98
10014,November,11/16/2022,10:00,17:00,7.00,138.39
10015,November,11/16/2022,10:00,17:00,7.00,138.39
10016,November,11/16/2022,10:00,17:00,7.00,142.86
10017,November,11/16/2022,10:00,17:00,7.00,133.93
10018,November,11/16/2022,10:00,17:00,7.00,133.93
10019,November,11/16/2022,10:00,17:00,7.00,142.86
10020,November,11/16/2022,10:00,17:00,7.00,147.32
10021,November,11/16/2022,10:00,17:00,7.00,147.32
10022,November,11/16/2022,10:00,17:00,7.00,142.86
10023,November,11/16/2022,10:00,17:00,7.00,133.93
10024,November,11/16/2022,10:00,17:00,7.00,133.93
10025,November,11/16/2022,10:00,17:00,7.00,133.93
10001,November,11/17/2022,8:00,17:00,9.00,373.04
10002,November,11/17/2022,8:00,17:00,9.00,255.8
10003,November,11/17/2022,8:00,17:00,9.00,255.8
10004,November,11/17/2022,8:00,17:00,9.00,362.05
10005,November,11/17/2022,8:00,17:00,9.00,133.93
10006,November,11/17/2022,8:00,17:00,9.00,133.93
10007,November,11/17/2022,8:00,17:00,9.00,142.86
10008,November,11/17/2022,8:00,17:00,9.00,142.86
10009,November,11/17/2022,8:00,17:00,9.00,133.93
10010,November,11/17/2022,8:00,17:00,9.00,133.93
10011,November,11/17/2022,8:00,17:00,9.00,229.02
10012,November,11/17/2022,8:00,17:00,9.00,249.11
10013,November,11/17/2022,8:00,17:00,9.00,377.98
10014,November,11/17/2022,8:00,17:00,9.00,138.39
10015,November,11/17/2022,8:00,17:00,9.00,138.39
10016,November,11/17/2022,8:00,17:00,9.00,142.86
10017,November,11/17/2022,8:00,17:00,9.00,133.93
10018,November,11/17/2022,8:00,17:00,9.00,133.93
10019,November,11/17/2022,8:00,17:00,9.00,142.86
10020,November,11/17/2022,8:00,17:00,9.00,147.32
10021,November,11/17/2022,8:00,17:00,9.00,147.32
10022,November,11/17/2022,8:00,17:00,9.00,142.86
10023,November,11/17/2022,8:00,17:00,9.00,133.93
10024,November,11/17/2022,8:00,17:00,9.00,133.93
10025,November,11/17/2022,8:00,17:00,9.00,133.93
10001,November,11/18/2022,8:00,17:00,9.00,373.04
10002,November,11/18/2022,8:00,17:00,9.00,255.8
10003,November,11/18/2022,8:00,17:00,9.00,255.8
10004,November,11/18/2022,8:00,17:00,9.00,362.05
10005,November,11/18/2022,8:00,17:00,9.00,133.93
10006,November,11/18/2022,8:00,17:00,9.00,133.93
10007,November,11/18/2022,8:27,17:00,8.55,142.86
10008,November,11/18/2022,8:01,17:00,8.98,142.86
10009,November,11/18/2022,8:05,17:00,8.92,133.93
10010,November,11/18/2022,8:00,17:00,9.00,133.93
10011,November,11/18/2022,8:00,17:00,9.00,229.02
10012,November,11/18/2022,8:00,17:00,9.00,249.11
10013,November,11/18/2022,8:00,17:00,9.00,377.98
10014,November,11/18/2022,8:00,17:00,9.00,138.39
10015,November,11/18/2022,8:00,17:00,9.00,138.39
10016,November,11/18/2022,8:28,17:00,8.53,142.86
10017,November,11/18/2022,8:00,17:00,9.00,133.93
10018,November,11/18/2022,8:00,17:00,9.00,133.93
10019,November,11/18/2022,8:00,17:00,9.00,142.86
10020,November,11/18/2022,8:00,17:00,9.00,147.32
10021,November,11/18/2022,8:11,17:00,8.82,147.32
10022,November,11/18/2022,8:00,17:00,9.00,142.86
10023,November,11/18/2022,8:00,17:00,9.00,133.93
10024,November,11/18/2022,8:21,17:00,8.65,133.93
10025,November,11/18/2022,8:00,17:00,9.00,133.93
10001,November,11/21/2022,8:00,17:00,9.00,373.04
10002,November,11/21/2022,8:00,17:00,9.00,255.8
10003,November,11/21/2022,8:00,17:00,9.00,255.8
10004,November,11/21/2022,8:00,17:00,9.00,362.05
10005,November,11/21/2022,8:00,17:00,9.00,133.93
10006,November,11/21/2022,8:00,17:00,9.00,133.93
10007,November,11/21/2022,8:00,17:00,9.00,142.86
10008,November,11/21/2022,8:00,17:00,9.00,142.86
10009,November,11/21/2022,8:00,17:00,9.00,133.93
10010,November,11/21/2022,8:00,17:00,9.00,133.93
10011,November,11/21/2022,8:00,17:00,9.00,229.02
10012,November,11/21/2022,8:00,17:00,9.00,249.11
10013,November,11/21/2022,8:00,17:00,9.00,377.98
10014,November,11/21/2022,8:00,17:00,9.00,138.39
10015,November,11/21/2022,8:00,17:00,9.00,138.39
10016,November,11/21/2022,8:00,17:00,9.00,142.86
10017,November,11/21/2022,8:00,17:00,9.00,133.93
10018,November,11/21/2022,8:00,17:00,9.00,133.93
10019,November,11/21/2022,8:00,17:00,9.00,142.86
10020,November,11/21/2022,8:00,17:00,9.00,147.32
10021,November,11/21/2022,8:00,17:00,9.00,147.32
10022,November,11/21/2022,8:00,17:00,9.00,142.86
10023,November,11/21/2022,8:00,17:00,9.00,133.93
10024,November,11/21/2022,8:00,17:00,9.00,133.93
10025,November,11/21/2022,8:00,17:00,9.00,133.93
10001,November,11/22/2022,8:00,17:00,9.00,373.04
10002,November,11/22/2022,8:00,17:00,9.00,255.8
10003,November,11/22/2022,8:00,17:00,9.00,255.8
10004,November,11/22/2022,8:00,17:00,9.00,362.05
10005,November,11/22/2022,8:15,17:00,8.75,133.93
10006,November,11/22/2022,8:00,17:00,9.00,133.93
10007,November,11/22/2022,8:00,17:00,9.00,142.86
10008,November,11/22/2022,8:00,17:00,9.00,142.86
10009,November,11/22/2022,8:00,17:00,9.00,133.93
10010,November,11/22/2022,8:00,17:00,9.00,133.93
10011,November,11/22/2022,10:30,17:00,6.50,229.02
10012,November,11/22/2022,8:00,17:00,9.00,249.11
10013,November,11/22/2022,8:00,17:00,9.00,377.98
10014,November,11/22/2022,8:00,17:00,9.00,138.39
10015,November,11/22/2022,8:00,17:00,9.00,138.39
10016,November,11/22/2022,8:00,17:00,9.00,142.86
10017,November,11/22/2022,8:00,17:00,9.00,133.93
10018,November,11/22/2022,8:00,17:00,9.00,133.93
10019,November,11/22/2022,8:00,17:00,9.00,142.86
10020,November,11/22/2022,8:00,17:00,9.00,147.32
10021,November,11/22/2022,13:00,17:00,4.00,147.32
10022,November,11/22/2022,8:00,17:00,9.00,142.86
10023,November,11/22/2022,8:00,17:00,9.00,133.93
10024,November,11/22/2022,8:00,17:00,9.00,133.93
10025,November,11/22/2022,8:00,17:00,9.00,133.93
10001,November,11/23/2022,8:00,17:00,9.00,373.04
10002,November,11/23/2022,8:00,17:00,9.00,255.8
10003,November,11/23/2022,11:30,17:00,5.50,255.8
10004,November,11/23/2022,8:00,17:00,9.00,362.05
10005,November,11/23/2022,8:00,17:00,9.00,133.93
10006,November,11/23/2022,8:00,17:00,9.00,133.93
10007,November,11/23/2022,8:00,17:00,9.00,142.86
10008,November,11/23/2022,8:10,17:00,8.83,142.86
10009,November,11/23/2022,8:00,17:00,9.00,133.93
10010,November,11/23/2022,8:00,17:00,9.00,133.93
10011,November,11/23/2022,8:00,17:00,9.00,229.02
10012,November,11/23/2022,8:00,17:00,9.00,249.11
10013,November,11/23/2022,8:00,17:00,9.00,377.98
10014,November,11/23/2022,8:00,17:00,9.00,138.39
10015,November,11/23/2022,8:00,17:00,9.00,138.39
10016,November,11/23/2022,8:00,17:00,9.00,142.86
10017,November,11/23/2022,8:05,17:00,8.92,133.93
10018,November,11/23/2022,8:00,17:00,9.00,133.93
